CNPJ_FUNDO,DENOM_SOCIAL,VL_PATRIM_LIQ
01.623.535/0001-81,ITAÚ CAMBIAL FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO,1037134716.64
01.623.538/0001-15,BORSEN RENDA FIXA FUNDO DE INVESTIMENTO,38204086.7
01.623.857/0001-20,SANTANDER FIC FI PB MODERADO MULTIMERCADO,19604938.51
01.624.111/0001-31,BECSUPER - FUNDO DE INVESTIMENTO RENDA FIXA REFERENCIADO DI,15202631.06
01.624.178/0001-76,ITAÚ LION RENDA FIXA REFERENCIADO DI FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO,7538910.1
01.624.316/0001-17,ITAÚ RENDA FIXA REFERENCIADO DI - FUNDO DE INVESTIMENTO,27872594810.96
01.625.681/0001-46,SAFRA EXECUTIVE SPECIAL FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA,16406982.06
01.625.682/0001-90,SANTANDER PULP MULTIMERCADO CRÉDITO PRIVADO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO,455213714.13
01.626.952/0001-88,TARGET II FUNDO DE INVESTIMENTO MULTIMERCADO LONGO PRAZO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR,50230164.8
01.626.956/0001-66,ITAÚ K2 MULTIMERCADO - FUNDO DE INVESTIMENTO,17135045.26
01.626.961/0001-79,FUNDO DE INVESTIMENTO RENDA FIXA AROEIRA,2483395025.14
01.627.516/0001-23,SICREDI - FUNDO DE INVESTIMENTO RENDA FIXA CURTO PRAZO RESGATE FÁCIL,924947029.28
01.630.152/0001-30,SANTANDER FUNDO DE INVESTIMENTO BREMEN MULTIMERCADO,726834785.68
01.630.558/0001-13,SANTANDER RF REF DI FI,56603735873.23
01.631.246/0001-24,CONSERVADOR FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO,215022648.68
01.634.642/0001-05,LEVE BD FUNDO DE INVESTIMENTO MULTIMERCADO,1088077184.2
01.643.271/0001-28,FCOPEL FUNDO DE INVESTIMENTO EM ACOES II,67786255.2
01.655.956/0001-94,SANTANDER RF REFERENCIADO DI PREMIUM FI,1782565021.59
01.656.101/0001-88,MCR-PRINCIPAL FUNDO DE INVESTIMENTO EM AÇÕES - BDR NÍVEL I,338362911.06
01.675.497/0001-00,PLURAL AÇÕES FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM AÇÕES,187952402.14
01.678.491/0001-97,WESTERN ASSET MULTIRENDA 30 FIC FI MULTIMERCADO,2954082.08
01.699.688/0001-02,SANTANDER FI IBOVESPA ATIVO INSTITUCIONAL AÇÕES,229980515.29
01.723.830/0001-00,PROSPERO FUNDO DE INVESTIMENTO EM AÇÕES,0.0
01.745.808/0001-60,PAVA FUNDO DE INVESTIMENTO DE AÇÕES,123511382.17
01.753.087/0001-30,COMPOSITE AÇÕES FUNDO DE INVESTIMENTO EM AÇÕES,60858889.8
01.757.217/0001-03,BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO MAIS,2912631.24
01.776.200/0001-01,CLIC FUNDO DE INVESTIMENTO EM AÇÕES,24946894.18
01.789.400/0001-90,WESTERN ASSET IBOVESPA ATIVO FUNDO DE INVESTIMENTO EM AÇÕES,7844403.78
01.822.655/0001-08,BANRISUL MASTER FUNDO DE INVESTIMENTO RENDA FIXA REFERENCIADO-DI DE LONGO PRAZO,2682156907.49
01.823.373/0001-25,GAP ABSOLUTO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO,505793096.52
01.873.685/0001-43,PREVI RENDA FIXA TÍTULOS PÚBLICOS HTM FUNDO DE INVESTIMENTO,3278022489.19
01.884.229/0001-07,ICATU VANGUARDA CAP SOBERANO FUNDO DE INVESTIMENTO RENDA FIXA,1580199068.71
01.889.170/0001-31,ITAÚ BBA ÍCARUS RENDA FIXA CURTO PRAZO - FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO,68320140.52
01.912.197/0001-06,FPRV1 SABIÁ FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO,11128243862.53
01.960.341/0001-71,BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA CURTO PRAZO VERSÁTIL,19520862.43
01.972.663/0001-30,SUPER PREMIUM RENDA FIXA REFERENCIADO DI - FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO,18258229.59
01.975.502/0001-09,ALFA ITAIPAVA-FUNDO DE INVESTIMENTO MULTIMERCADO - CRÉDITO PRIVADO - IP,897013673.45
01.978.445/0001-03,BRB FUNDO DE INVESTIMENTO MULTIMERCADO LONGO PRAZO BRASÍLIA,8292888.7
01.996.007/0001-78,BB RENDA FIXA REFERENCIADO DI LP PLUS FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO,3918004603.58
02.010.147/0001-98,BB RENDA FIXA CURTO PRAZO CLÁSSICO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO,1440829534.91
02.020.528/0001-58,BB AÇÕES ENERGIA FUNDO DE INVESTIMENTO,211471357.98
02.037.763/0001-32,FUNDO DE INVESTIMENTO RENDA FIXA MAPFRE MASTER IGPM,269417357.5
02.039.468/0001-15,FUNDO DE INVESTIMENTO DE AÇÕES MILLENIUM,4702299.32
02.081.341/0001-64,BAHIA AM FUNDO DE INVESTIMENTO CAMBIAL,29801003.63
02.097.249/0001-92,SAFRA SETORIAL BANCOS FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM AÇÕES,25470083.09
02.097.252/0001-06,SAFRA MULTIDIVIDENDOS PB FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM AÇÕES,21491878.6
02.097.253/0001-50,SAFRA PRIVATE FUNDO DE INVESTIMENTO EM AÇÕES,7081328.21
02.117.671/0001-62,ITAÚ CELI MULTIMERCADO - FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO,63708781.99
02.127.428/0001-25,SUL AMÉRICA ESPECIAL FUNDO DE INVESTIMENTO RENDA FIXA,31674950.92
02.131.724/0001-08,BANRISUL INFRA-ESTRUTURA FUNDO DE INVESTIMENTO EM AÇÕES,25770973.05
02.131.725/0001-44,BANRISUL ÍNDICE FUNDO DE INVESTIMENTO EM AÇÕES,16032252.48
02.138.442/0001-24,BRADESCO H FUNDO DE INVESTIMENTO AÇÕES DIVIDENDOS,39413608.25
02.143.193/0001-65,PROFIX INSTITUCIONAL FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO,1333394.56
02.143.194/0001-00,BRASIL PLURAL FUNDO DE INVESTIMENTO ENERGIE RENDA FIXA,259186127.38
02.145.108/0001-06,ALFA SEGURADORA FUNDO DE INVESTIMENTO RENDA FIXA - INVESTIDOR PROFISSIONAL,274903067.72
02.162.620/0001-52,VENTOR DÓLAR HEDGE FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO,78684690.22
02.171.479/0001-54,BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM AÇÕES IBOVESPA ATIVO,31885169.37
02.190.541/0001-55,BRASILSEG ATIVO FUNDO DE INVESTIMENTO RENDA FIXA,490128513.79
02.198.411/0001-69,SAFRA PREVFIX - FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA PREVIDENCIARIO,71277464.69
02.201.163/0001-68,FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO CAIXA PERSONAL RENDA FIXA LONGO PRAZO,3272162265.35
02.201.164/0001-02,FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO CAIXA ABSOLUTO PRÉ RENDA FIXA LONGO PRAZO,178779026.3
02.201.500/0001-17,XP MULTIGESTOR TOP PRIVATE FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO,3665716.01
02.205.515/0001-53,ENNESA FUNDO DE INVESTIMENTO DE AÇÕES,167251063.75
02.222.178/0001-02,ITAÚ CAMBIAL DÓLAR FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO,50246319.04
02.224.354/0001-45,SANTANDER RENDA FIXA REFERENCIADO DI INSTITUCIONAL PREMIUM FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS,2962457022.76
02.224.382/0001-62,SANTANDER RENDA FIXA REFERENCIADO DI CRÉDITO PRIVADO EQUILÍBRIO FUNDO DE INVESTIMENTO,8154218238.43
02.266.145/0001-64,BB EXTRAMERCADO EXCLUSIVO FAT FUNDO DE INVESTIMENTO RENDA FIXA,53684897324.06
02.290.048/0001-07,ITAUVEST RENDA FIXA CURTO PRAZO PLUS FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO,58156316.17
02.290.279/0001-10,ITAÚ EXCHANGE CAMBIAL - FUNDO DE INVESTIMENTO,1158991665.23
02.290.280/0001-45,ITAÚ FLEXPREV PLUS FIF CIC RF - RESP LIMITADA,3945854583.87
02.290.304/0001-66,ITAÚ FLEXPREV SPECIAL II FIF CIC RF - RESP LIMITADA,1085513873.17
02.290.305/0001-00,ITAÚ EMPRESA MULTIESTRATÉGIA MULTIMERCADO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO,2228816.49
02.294.024/0001-26,BRADESCO H FUNDO DE INVESTIMENTO CAMBIAL LONGO PRAZO DÓLAR,115625479.58
02.294.026/0001-15,FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA REFERENCIADO DI FALCÃO,2365163154.67
02.294.033/0001-17,SANTANDER PB BRSL MULTIMERCADO FUNDO DE INVESTIMENTO,15327221.27
02.296.928/0001-90,BB INSTITUCIONAL FUNDO DE INVESTIMENTO RENDA FIXA,2180233072.89
02.297.087/0001-36,BB RENDA FIXA LP INDICE DE PREÇO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO,109270148.33
02.323.746/0001-61,FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO CAIXA SOBERANO RENDA FIXA LONGO PRAZO,79053733.94
02.335.944/0001-45,BRADESCO FUNDO DE INVESTIMENTO RENDA FIXA TARGET I,401307920.66
02.343.288/0001-22,FUNDO DE INVESTIMENTO DE AÇÕES MAINA,1278432951.86
02.367.527/0001-84,SANTANDER RENDA FIXA REFERENCIADO DI MASTER FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO,3392460284.83
02.430.487/0001-78,BANRISUL SUPER FUNDO DE INVESTIMENTO RENDA FIXA CURTO PRAZO,807616214.0
02.436.763/0001-05,SANTANDER SELEÇÃO CRESCIMENTO SENIOR AÇÕES FIC FI,64851989.89
02.444.266/0001-59,SET FUNDO DE INVESTIMENTO EM AÇÕES,305305173.92
02.480.563/0001-50,EMPYREO FUNDO DE INVESTIMENTO EM AÇÕES,4662721.32
02.497.034/0001-69,ITAÚ CAMBIAL DÓLAR - FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO,10591431.18
02.498.096/0001-95,SUPER CONSERVADOR FUNDO DE INVESTIMENTO MULTIMERCADO,713908677.01
02.498.188/0001-75,SPEED PECÚLIO FUNDO DE INVESTIMENTO MULTIMERCADO PREVIDENCIÁRIO,487510253.62
02.498.189/0001-10,SANTANDER FIC FI PREV MODERADO MULTIMERCADO CREDITO PRIVADO,224898966.03
02.498.190/0001-44,SANTANDER FIC FI PREV FIX RENDA FIXA CREDITO PRIVADO,948748689.42
02.498.201/0001-96,SUL AMÉRICA SAP GRUPAL FUNDO DE INVESTIMENTO RENDA FIXA,45969783.21
02.498.204/0001-20,SANTANDER CAMBIAL MASTER FIC FI,89987473.01
02.498.604/0001-35,FI EM QUOTAS DE FI MULTIMERCADO CRÉDITO PRIVADO PORTFOLIO IX INVESTIMENTO NO EXTERIOR,6540726.95
02.506.721/0001-01,BB RENDA FIXA SIMPLES SOLIDEZ DIFERENCIADO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO,22215869876.74
02.513.875/0001-12,FUNDO DE INVESTIMENTO TESOURO RENDA FIXA,35603044942.02
02.536.364/0001-16,SAFRA DI MASTER FUNDO DE INVESTIMENTO RENDA FIXA REFERENCIADO DI LONGO PRAZO,4167661688.4
02.537.224/0001-62,PHENIX I FUNDO DE INVESTIMENTO RENDA FIXA CRÉDITO PRIVADO,91664875.43
02.539.921/0001-52,BNP PARIBAS RF FUNDO DE INVESTIMENTO RENDA FIXA,267461684.15
02.543.811/0001-64,SANTANDER RENDA FIXA REFERENCIADO DI CENTRUM FIC FI,707515476.2
02.546.749/0001-64,SAFRA DI PREMIERE FUNDO DE INVESTIMENTO EM COTAS FI RENDA FIXA REFERENCIADO DI LONGO PRAZO,102427512.28
02.561.139/0001-30,BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA PREV FÁCIL PGBL FIX,1665373008.64
02.561.152/0001-99,BRADESCO FUNDO DE INVESTIMENTO MULTIMERCADO FEB BD,573890233.51
02.561.193/0001-85,BRADESCO FUNDO DE INVESTIMENTO RENDA FIXA FOCO,280527589.17
02.567.991/0001-14,FUNDO DE INVESTIMENTO RENDA FIXA SANTA CATARINA,474214160.72
02.567.996/0001-47,BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RF REFERENCIADO DI FEDERAL PLUS,249114577.39
02.567.997/0001-91,BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA MARTE,497474625.94
02.603.461/0001-84,PORTO SEGURO CLÁSSICO RENDA FIXA FICFI LONGO PRAZO,419973705.0
02.611.573/0001-87,SETOR FUNDO DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO INVESTIMENTO NO EXTERIOR,1131815429.63
02.650.451/0001-08,FUNDO DE INVESTIMENTO RENDA FIXA MAPFRE TR SOBERANO,116315785.62
02.668.201/0001-97,BNP PARIBAS EQD BRAZIL FUND FUNDO DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO INVEST. NO EXTERIOR,1104278050.75
02.668.765/0001-20,ITAUPREV ANNUITY V30 FIF CIC MULT - RESP LIMITADA,17266123.63
02.668.766/0001-74,ITAUPREV ANNUITY F100 FIF CIC RF - RESP LIMITADA,70246644.9
02.668.779/0001-43,ITAUPREV ANNUITY V5 FIF CIC MULT - RESP LIMITADA,15731194.79
02.668.782/0001-67,ITAUPREV ANNUITY V15 FIF CIC MULT - RESP LIMITADA,28326426.43
02.710.116/0001-40,PLANO ACCOR DE PREVIDÊNCIA FC FI RENDA FIXA PGBL/VGBL,89409338.72
02.724.993/0001-70,SUL AMÉRICA FMP - FGTS  PETROBRAS,21584926.9
02.727.085/0001-30,MÁXIMA  FMP - FGTS  PETROBRAS,1852698.39
02.733.791/0001-94,ALFA MIX - FUNDO DE INVESTIMENTO RENDA FIXA LONGO PRAZO,97680147.27
02.733.802/0001-36,ALFA ORBIS DI - FUNDO DE INVESTIMENTO RENDA FIXA  REFERENCIADO LONGO PRAZO,8660807.6
02.748.688/0001-18,GUIDE AÇÕES FUNDO DE INVESTIMENTO EM AÇÕES,21729424.73
02.753.973/0001-27,BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FI MULTIMERCADO PGBL/VGBL FUTURE COMPOSTO I,68814268.61
02.763.602/0001-26,BRADESCO PRIME FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM AÇÕES SMALL CAP,108168146.99
02.763.747/0001-27,HONOR AÇÕES FUNDO DE INVESTIMENTO,813743031.27
02.764.336/0001-56,ICATU SEG MODERADO B FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO RENDA FIXA,112144809.73
02.764.357/0001-71,ICATU SEG COMPOSTO 20C FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO MULTIMERCADO,97205120.62
02.764.393/0001-35,ICATU SEG COMPOSTO 10C FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO MULTIMERCADO,38475431.8
02.764.418/0001-09,ICATU SEG COMPOSTO 49C FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO  MULTIMERCADO,76398967.06
02.764.423/0001-03,ICATU SEG COMPOSTO 20B FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO MULTIMERCADO,51706000.79
02.764.427/0001-91,ICATU SEG COMPOSTO 10B FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO MULTIMERCADO,17070675.02
02.764.434/0001-93,ICATU SEG COMPOSTO 49B FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO MULTIMERCADO,33859683.41
02.764.937/0001-69,ICATU SEG MODERADO C FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO RENDA FIXA,179587191.8
02.770.446/0001-20,ITAÚ UNIBANCO POLO FUNDO DE INVESTIMENTO MULTIMERCADO - CRÉDITO PRIVADO - INVESTIMENTO NO EXTERIOR,269364268.59
02.775.809/0001-10,FIORINA MULTIMERCADO - FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO,30619929.22
02.775.883/0001-37,PRIVBANK DIAMANTE PLUS MULTIMERCADO - FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO,7734447.67
02.782.911/0001-43,BTG PACTUAL ICATU CONSERVADOR FI EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA CREDITO PRIVADO PREVI,33609249.95
02.786.593/0001-99,BTG PACTUAL ICATU SEG DINÂMICO 49 FIC DE FI MULTIMERCADO CRÉDITO PRIVADO PREVIDENCIÁRIO,2467403.99
02.811.681/0001-01,SULAMERICA MIX 49 FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO MULTIMERCADO,51608268.05
02.832.973/0001-12,SANTANDER AÇÕES IBOVESPA ATIVO SUPREMO FIC FI,127496992.89
02.837.483/0001-09,BRADESCO FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR ORÍGENES,55456256.82
02.838.578/0001-47,BB   FMP - FGTS  PETROBRAS,243105595.6
02.838.583/0001-50,BB TOP DOLAR FUNDO DE INVESTIMENTO CAMBIAL LP,752924919.69
02.846.259/0001-83,TIBAGI FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO,96755961.59
02.850.835/0001-66,UNIVERSAL I FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR,524927508.01
02.850.991/0001-27,ITAÚ DI CORPORATE FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INV RENDA FIXA REFERENCIADO,8219775.62
02.851.024/0001-80,ITAÚ FLEXPREV CORPORATE II FIF CIC RF - RESP LIMITADA,379103545.67
02.867.883/0001-67,FUNDO DE INVESTIMENTO EM AÇÕES MISTYQUE INVESTIMENTO NO EXTERIOR,1143906183.99
02.885.730/0001-42,KONA FUNDO DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO INVESTIMENTO NO EXTERIOR,4027455891.91
02.885.907/0001-00,WESTERN ASSET RF ATIVO PLUS FIC FI RENDA FIXA,8960174.23
02.887.290/0001-62,ITAÚ AÇÕES DIVIDENDOS - FUNDO DE INVESTIMENTO,253557943.79
02.887.434/0001-80,ITAÚ HIGH YIELD RF CRÉDITO PRIVADO LP - FIC FI,136800418.71
02.887.456/0001-40,ITAUVEST RENDA FIXA CURTO PRAZO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO,1057212.79
02.887.948/0001-36,ITAÚ RENDA FIXA REFERENCIADO DI MAXIME FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO,1462429023.64
02.895.694/0001-06,FRANKLIN VALOR E LIQUIDEZ FVL FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM AÇÕES,50459950.86
02.898.519/0001-64,ITAÚ FLEXPREV CORPORATE III RV 49 FIF CIC MULT - RESP LIMITADA,5186031.81
02.898.523/0001-22,ITAU FLEXPREV CORPORATE SOVEREIGN FIF CIC RF - RESP LIMITADA,16531109.98
02.907.506/0001-04,BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO PGBL AGRESSIVO,103813229.46
02.907.508/0001-01,BRADESCO H FC FI RENDA FIXA PGBL CONSERVADOR,160664871.99
02.907.512/0001-61,BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO PGBL MODERADO II,127592332.07
02.907.514/0001-50,BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO PGBL MODERADO,309224988.78
02.908.347/0001-62,SANTANDER RENDA FIXA CURTO PRAZO MAX FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO,108224424.9
02.910.278/0001-21,SANTANDER RENDA FIXA REFERENCIADO DI VIP FIC FI,7499769890.82
02.911.408/0001-40,ITAÚ FLEXPREV I FIF CIC RF - RESP LIMITADA,1595335726.11
02.911.564/0001-01,ITAÚ FLEXPREV XVI PREMIUM FIF CIC RF - RESP LIMITADA,109791789.21
02.918.923/0001-52,BNP PARIBAS FUNDO DE INVESTIMENTO EM COTAS DE FI MAPFRE MAXI 20 MULTIMERCADO PREVIDENCIÁRIO,6715484.26
02.918.931/0001-07,BNP PARIBAS FUNDO DE INVESTIMENTO EM COTAS DE FI MAPFRE MAXI - RENDA FIXA - PREVIDENCIÁRIO,29984512.37
02.924.217/0001-13,PORTO SEGURO RENDA FIXA SOBERANO DIAMANTE FUNDO DE INVESTIMENTO PREVIDENCIÁRIO,978476798.99
02.924.248/0001-74,PORTO SEGURO COMPOSTO MULTIMERCADO FICFI PREVIDENCIÁRIO,154594799.89
02.924.262/0001-78,PORTO SEGURO RENDA FIXA RUBI PREMIUM FUNDO INVESTIMENTO EM COTAS FUNDOS INVESTIMENTO PREVIDENCIÁRIO,888524231.15
02.934.379/0001-32,FIF CIC CLARENDON MULT CRED PRIV - RESP LIMITADA,23828690.21
02.934.463/0001-56,METLIFE GOLD RV 15 FICFI MULTIMERCADO BALANCEADO PREVIDENCIÁRIO,109691676.22
02.935.723/0001-08,ITAÚ CAPITAL INFLATION INDEX RENDA FIXA - FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO,1844544.53
02.935.788/0001-53,ITAÚ LONG TERM CAPITAL FIX RENDA FIXA LONGO PRAZO - FDO DE INV EM COTAS DE FDOS DE INVESTIMENTO,10523593.76
02.935.821/0001-45,ITAÚ LONG TERM MAXI FIX RENDA FIXA LONGO PRAZO - FDO DE INV EM COTAS DE FUNDOS DE INVESTIMENTO,12991142.41
02.937.672/0001-53,RENTAMIX FUNDO DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO INVESTIMENTO NO EXTERIOR,200189535.46
02.939.538/0001-91,ITAÚ PRÊMIO RENDA FIXA REFERENCIADO DI FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO,121501158.05
02.980.941/0001-64,PRIVATE ABILITY FIC DE FUNDOS DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR,40205111.36
02.998.164/0001-85,BRADESCO FUNDO DE INVESTIMENTO MULTIMERCADO PLUS I,36907670.05
02.998.239/0001-28,BRAM FUNDO DE INVESTIMENTO RENDA FIXA TARGET,714262423.51
02.998.253/0001-21,BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA PGBL - F 15,475195972.72
02.998.275/0001-91,BRADESCO FMP - FGTS  PETROBRAS,513536940.92
02.998.754/0001-08,BB EXCLUSIVE 2 FUNDO DE INVESTIMENTO MULTIMERCADO LONGO PRAZO CREDITO PRIVADO,675168411.78
02.998.773/0001-34,BB CONVIR FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA CURTO PRAZO,281536810.53
03.001.786/0001-50,BB EXCLUSIVE 11 FUNDO DE INVESTIMENTO RENDA FIXA CRÉDITO PRIVADO,3585014433.86
03.004.427/0001-56,SUL AMÉRICA SAP CONCEDIDOS FUNDO DE INVESTIMENTO RENDA FIXA,71697491.44
03.004.435/0001-00,WE LAREN FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO CRÉDITO PRIVADO - RESPONSABILIDADE LIMITADA,19512754.6
03.009.309/0001-30,OPPORTUNITY VENEZA FUNDO DE INVESTIMENTO MULTIMERCADO INVESTIMENTO NO EXTERIOR,41539499.66
03.029.216/0001-78,SANTANDER RENDA FIXA FLEXÍVEL MASTER FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO LONGO,55600220.8
03.047.880/0001-40,PRIVATE ADVANTAGE FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVEST. MULTIMERCADO CRÉDITO PRIVADO,6499570.02
03.047.987/0001-98,TRES BARRAS FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR,0.0
03.054.724/0001-06,BRADESCO FUNDO DE INVESTIMENTO RENDA FIXA LONGO PRAZO YIELD,1437441.7
03.068.182/0001-20,FÓRMULA XVI FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO - INVESTIMENTO NO EXTERIOR,1318095.3
03.068.246/0001-93,WESTERN ASSET RF ATIVO TOP FIC FI RENDA FIXA,88925614.18
03.069.104/0001-40,SANTANDER RENDA FIXA REFERENCIADO DI PREMIUM FIC FI,12728250884.57
03.069.107/0001-84,SANTANDER FIC FI VII RENDA FIXA CRED PRIV,13425064.23
03.076.190/0001-19,BB EXTRAMERCADO FNDE FUNDO DE INVESTIMENTO RENDA FIXA,2656052996.94
03.077.193/0001-77,SULAMERICA MIX 15 IV FUNDO DE INVESTIMENTO MULTIMERCADO,41710827.49
03.077.322/0001-27,SULAMERICA FIX 100 V FUNDO DE INVESTIMENTO RENDA FIXA,585969280.26
03.077.330/0001-73,SULAMERICA FIX 100 FUNDO DE INVESTIMENTO RENDA FIXA,160123278.43
03.079.923/0001-79,FUNDO DE INVESTIMENTO RENDA FIXA VISÃO PREV II,234301592.39
03.099.639/0001-64,ATHENA I - FUNDO DE INVESTIMENTO MULTIMERCADO - CRÉDITO PRIVADO,209745857.88
03.100.345/0001-05,SUL AMÉRICA TAMMAR FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO,85532059.23
03.100.395/0001-92,GERDAU PREVIDÊNCIA BENEFICIO DEFINIDO 3 FI MULTIMERCADO CREDITO PRIVADO,342499587.57
03.101.834/0001-81,SANTANDER FUNDO DE INVESTIMENTO CEDRO RENDA,1988731783.07
03.102.070/0001-49,FUNDO DE INVESTIMENTO RENDA FIXA TOCANTINS,103150480.16
03.102.081/0001-29,SANTANDER FIC FI SL RENDA FIXA REFERENCIADO DI,24184305.98
